Source	Author	Title	Description	PublishedAt	URL	coding	coverage
Business Insider	Erin Snodgrass	Peter Thiel says Elon Musk's embrace of Donald Trump helped other Silicon Valley leaders feel safe supporting him	Billionaire Peter Thiel credited Elon Musk's public support of Donald Trump with helping other tech leaders feel safe embracing the president-elect.	2024-11-15T03:58:01Z	https://www.businessinsider.com/peter-thiel-elon-musk-turn-donald-trump-other-tech-ceos-2024-11	Cultural Impact	Negative
ABC News	Kelly Livingston	How environmental agencies could be managed under new Trump administration	"As President-elect Donald Trump names his cabinet picks, environmental groups are concerned over who he's chosen to regulate environmental and energy policies."	2024-11-16T02:08:33Z	https://abcnews.go.com/US/environmental-agencies-managed-new-trump-administration/story?id=115902411	Policies	Negative
NPR	Alana Wise	Scientific American editor resigns after comments about Trump supporters went viral	Laura Helmuth announced her resignation from the long-running magazine after her statements on election night regarding Trump sparked outrage among conservatives.	2024-11-15T22:28:08Z	https://www.npr.org/2024/11/15/nx-s1-5193258/scientific-american-editor-resigns-after-comments-about-trump-supporters-went-viral	Cultural Impact	Positive
NPR	Rachel Treisman	One thing Trump and Obama have in common: a fondness for 'czars'	"Trump is the latest president to appoint a czar to deal with a particular issue — in this case, the border. But what does that mean? A look at the controversial history of government czars."	2024-11-15T10:00:00Z	https://www.npr.org/2024/11/15/nx-s1-5189264/trump-border-czar-political-czar-history	Cultural Impact	Negative
ABC News	Ivan Pereira	"Eric Adams dodges questions about potential Trump pardon, reflects NYC's future"	"New York City Eric Adams visited ""The View"" Friday to give his thoughts on President-elect Donald Trump's presidency and what it will mean for the city."	2024-11-15T18:57:17Z	https://abcnews.go.com/Politics/mayor-eric-adams-discusses-immigration-rfk-jr-trump/story?id=115878942	Cultural Impact	Negative
ABC News	Max Zahn	What could Trump do to lower grocery prices? Experts weigh in	Food prices have climbed more than 25% since President Joe Biden took office.	2024-11-16T10:10:01Z	https://abcnews.go.com/Business/trump-lower-grocery-prices-experts-weigh/story?id=115855901	Policies	Neutral
Deadline	Denise Petski	Donald Trump Names Karoline Leavitt As White House Press Secretary	"President-elect Donald Trump has tapped Karoline Leavitt as White House press secretary. Leavitt was the national press secretary during Trump’s recent campaign, and served as assistant press secretary in the first term. At age 27, Leavitt will be the younges…"	2024-11-16T00:42:07Z	http://deadline.com/2024/11/donald-trump-karoline-leavitt-white-house-press-secretary-1236178555/	Election	Neutral
BBC News		Trump meets Argentina's Milei ahead of conservative summit	Argentina's president is the first foreign leader to meet Trump since his election victory on 5 November.	2024-11-15T11:14:48Z	https://www.bbc.com/news/articles/cx28g3de7p1o	Cultural Impact	Negative
Yahoo Entertainment		We Asked Young Men Why They Voted for Donald Trump—Here’s What They Said		2024-11-15T13:00:00Z	https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_4a3f4bcc-fa29-476b-8041-363af98f1b5f	Cultural Impact	Negative
TMZ	TMZ Staff	Sylvester Stallone Compares Donald Trump to Rocky Balboa	"Sylvester Stallone compared Donald Trump to his famous character Rocky Balboa, saying he's in awe of the president-elect's victory in the 2024 election and labeling him a mythical figure. The iconic actor delivered a speech at an event at Trump's…"	2024-11-15T12:02:45Z	https://www.tmz.com/2024/11/15/sylvester-stallone-compares-donald-trump-to-his-film-character-rocky-balboa/	Cultural Impact	Negative
ABC News	COLLIN BINKLEY AP education writer	Trump wants to end 'wokeness' in education. He has vowed to use federal money as leverage	President-elect Donald Trump has a vision for education that revolves around a single goal: to rid America’s schools of perceived “wokeness” and “left-wing indoctrination.”	2024-11-15T06:06:21Z	https://abcnews.go.com/Politics/wireStory/trump-end-wokeness-education-vowed-federal-money-leverage-115887984	Policies	Neutral
The New Yorker	Joshua Yaffa	What Russia and Ukraine Want from a Second Trump Presidency	Joshua Yaffa writes that the Trump Administration will likely take the lead in any negotiations to end the war—a development that Vladimir Putin would welcome.	2024-11-15T11:00:00Z	https://www.newyorker.com/news/the-lede/what-russia-and-ukraine-want-from-a-second-trump-presidency	Cultural Impact	Neutral
ABC News	"FATIMA HUSSEIN Associated Press, MATTHEW DALY Associated Press, COLLIN BINKLEY Associated Press"	The last actions the Biden administration will take before Trump takes over	Biden administration officials are working against the clock doling out billions in grants and taking other steps to try to preserve at least some of the outgoing president’s legacy before President-elect Donald Trump takes office in January	2024-11-15T10:54:27Z	https://abcnews.go.com/Politics/wireStory/actions-biden-administration-trump-takes-white-house-115889872	Policies	Neutral
Techdirt	Mike Masnick	What Free Speech? Trump Ramps Up Threats To Sue Publishers Over Their Speech	"We just warned folks that Donald Trump would be one of the most anti-free speech Presidents in history, and he seems to have no qualms living down to that reputation. Donald Trump’s history of frivolous lawsuits against media outlets shows his disdain for fre…"	2024-11-15T19:04:00Z	https://www.techdirt.com/2024/11/15/what-free-speech-trump-ramps-up-threats-to-sue-publishers-over-their-speech/	Cultural Impact	Negative
NPR	Diaa Hadid	"Trump claims he can bring peace to the world. In India, many believe him"	"The world's most populous country has consistently favorable views of U.S. President-elect Trump. In a Pew Research Center poll, 42% of Indians, including 51% of men, said they had confidence in him."	2024-11-15T19:16:20Z	https://www.npr.org/2024/11/15/g-s1-34174/trump-election-india-peace	Polling	Positive
Business Insider	Ayelet Sheffey	"From clothes to computers, 6 things expected to get more expensive if Trump's trade plans are enacted"	Crocs and American Eagle are two of the brands Bank of America predicted to see price hikes if Trump's tariff proposals are implemented.	2024-11-15T09:04:01Z	https://www.businessinsider.com/how-trump-tariffs-will-impact-prices-technology-clothes-appliances-furniture-2024-11	Economy	Negative
Vox	"Keren Landman, MD"	What RFK Jr. can — and can’t — actually do as Trump’s health secretary	"Donald Trump announced Thursday that Robert F. Kennedy Jr. would be his nominee to lead the Department of Health and Human Services, setting the stage for a potentially radical remaking of the nation’s health care.  Kennedy’s nomination was not a surprise. La…"	2024-11-15T16:00:16Z	https://www.vox.com/health/385541/rfk-jr-trump-hhs-vaccines-fluoride	Election	Neutral
Quartz India	Rocio Fabbro	Jamie Dimon says bankers are 'dancing in the street' after Donald Trump's election win	Wall Street bankers expect President-elect Donald Trump to scale back regulations when he returns to the White House. And JPMorgan Chase (JPM) chief Jamie Dimon says banking executives couldn’t be happier.Read more...	2024-11-15T12:56:00Z	https://qz.com/trump-election-win-jamie-dimon-jpmorgan-chase-banks-1851700053	Economy	Neutral
Business Insider	Theron Mohamed	Jamie Dimon says bankers are 'dancing in the street' because they expect Trump to cut red tape	JPMorgan CEO Jamie Dimon said Wall Street is buzzing at the prospect of Trump deregulating the banking industry and making it easier to do business.	2024-11-15T11:00:37Z	https://www.businessinsider.com/jamie-dimon-jpmorgan-trump-deregulation-banks-musk-vivek-policy-election-2024-11	Economy	Negative
ABC News	Tal Axelrod	Tough votes on Trump Cabinet picks could pose big risks for midterm Senate candidates	"Lawmakers running for reelection loathe tough votes. And for senators up in purple states in two years, those tough votes are coming early."	2024-11-16T10:08:33Z	https://abcnews.go.com/Politics/tough-votes-trump-cabinet-picks-pose-big-risks/story?id=115916275	Polling	Negative
The New Yorker	Lauren Michele Jackson	The Naïveté Behind Post-Election Despair	Lauren Michele Jackson on the naïveté behind post-election despair following Donald Trump’s win in the 2024 Presidential election.	2024-11-15T11:00:00Z	https://www.newyorker.com/news/our-columnists/the-naivete-behind-post-election-despair	Cultural Impact	Negative
Time	Rebecca Schneid	‘It’s Going to Take Everyone’: How Immigrant Advocates Are Preparing for Trump’s Return	"From updating presentations on immigrant rights to streamlining legal and supportive services, here's how immigrant advocates are preparing for Trump's second term."	2024-11-15T19:45:17Z	https://time.com/7176991/how-immigrant-advocates-are-preparing-for-trump/	Policies	Negative
Rolling Stone	Jon Blistein	Rachel Zegler Apologizes for Post-Election ‘F–k Trump’ Statement	Rachel Zegler apologized for her frustrated posts about Donald Trump and the outcome of the 2024 election after they garnered conservative backlash.	2024-11-15T18:53:43Z	http://www.rollingstone.com/tv-movies/tv-movie-news/rachel-zegler-apologizes-anti-trump-post-2024-election-1235168444/	Cultural Impact	Negative
Business Insider	Jordan Hart	Elon Musk's Trump bump keeps growing	Elon Musk's businesses are thriving as his relationship to Trump boosts shares. xAI is raising $5 billion and SpaceX is planning a share tender offer.	2024-11-15T18:20:32Z	https://www.businessinsider.com/elon-musk-donald-trump-alliance-business-growth-tesla-spacex-2024-11	Economy	Neutral
NPR	Stephen Fowler	Trump names former Georgia congressman Doug Collins as his pick to lead the VA	Collins served in the House from 2013 to 2021 and was a key defender of the president-elect during his first impeachment proceedings.	2024-11-15T00:10:06Z	https://www.npr.org/2024/11/14/g-s1-34261/donald-trump-doug-collins-department-of-veterans-affairs	Election	Neutral
BBC News		"United by loyalty, Trump's new team members have competing agendas"	This week has revealed much about Trump's ambition but also hinted at tests and headaches that may lay ahead.	2024-11-16T00:17:12Z	https://www.bbc.com/news/articles/cvg5nzr2p8eo	Election	Negative
Rolling Stone	Emily Zemler	Sylvester Stallone Praises Donald Trump as the ‘Second George Washington’	"""Nobody in the world could have pulled off what he pulled off, so I’m in awe,"" the actor said in a speech at the Mar-A-Lago Club"	2024-11-15T09:04:30Z	http://www.rollingstone.com/tv-movies/tv-movie-news/sylvester-stallone-donald-trump-second-george-washington-speech-1235167239/	Cultural Impact	Neutral
BBC News		A look at Trump's new top team... in 74 seconds	"Among the allies the president-elect has chosen to join his administration are contentious figures, even within the Republican party."	2024-11-16T00:28:16Z	https://www.bbc.com/news/videos/cj3mvk7n53do	Election	Negative
Time	JOSHUA GOODMAN / AP	What Secretary of State Marco Rubio Would Mean for Latin America	"As the first Latino U.S. secretary of state, Rubio is expected to devote considerable attention to what has long been disparagingly referred to as Washington’s backyard."	2024-11-15T06:00:00Z	https://time.com/7176863/trump-secretary-of-state-marco-rubio-latin-america/	Election	Neutral
NPR	NPR Washington Desk	"Trump picks his lawyer, Todd Blanche, as deputy attorney general"	"Blanche, a former federal prosecutor, represented Trump in several of his legal cases, including in his landmark federal conviction in New York."	2024-11-15T00:03:05Z	https://www.npr.org/2024/11/14/g-s1-34264/trump-blanche-deputy-attorney-general-bove-sauer	Election	Neutral
NPR	Barbara Sprunt	How far can Trump go to get his nominees confirmed?	"If the Senate puts up a fight against President-elect Trump's demand for recess appointments, could Trump force Congress to adjourn and ram his nominees through anyway?"	2024-11-16T10:00:00Z	https://www.npr.org/2024/11/16/g-s1-34493/how-far-can-trump-go-to-get-his-nominees-confirmed	Election	Neutral
Yahoo Entertainment	Andrea Shalal	Muslims who voted for Trump upset by his pro-Israel cabinet picks	U.S. Muslim leaders who supported Republican Donald Trump to  protest against the Biden administration's support for Israel's war on Gaza and attacks on...	2024-11-15T17:57:17Z	https://www.yahoo.com/news/muslims-voted-trump-upset-pro-175717749.html	Cultural Impact	Positive
